administrative,administrative_duration,informational,informational_duration,product_related,product_related_duration,bounce_rates,exit_rates,page_values,month,browser,region,traffic_type,visitor_type,weekend,revenue
5,102.0,0,0.0,23,2096.0,0.0,0.001,5.1,May,Google Chrome,Africa,Instagram ads,New_Visitor,-9223372036854775808,1
9,6.0,3,19.2,110,7191.0,0.0159,0.036,0.0,Nov,Safari,Western Europe,Facebook ads,Returning_Visitor,-9223372036854775808,1
2,17.33333333,0,0.0,16,279.0,0.0,0.005,0.0,Nov,Google Chrome,Oceania,Google search,Returning_Visitor,-9223372036854775808,0
1,0.0,0,0.0,6,47.0,0.0845,0.11,0.0,May,Google Chrome,North America,Youtube ads,Returning_Visitor,-9223372036854775808,0
1,38.5,0,0.0,18,420.0,0.0057,0.001,0.0,Mar,Google Chrome,South America,Google search,New_Visitor,-9223372036854775808,0
2,15.74542455,0,0.0,17,801.0,0.0034,0.027,28.1,May,Microsoft Edge,Eastern Europe,Bing search,Returning_Visitor,-9223372036854775808,1
0,0.0,0,0.0,10,224.0,0.0,0.058,0.0,May,Microsoft Edge,North America,Facebook ads,Returning_Visitor,-9223372036854775808,0
1,3.0,0,0.0,11,414.0,0.0118,0.039,0.0,May,Google Chrome,North America,Youtube ads,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,6,76.0,0.0,0.017,0.0,May,Mozilla Firefox,North America,Instagram ads,Returning_Visitor,-9223372036854775808,0
5,88.75,0,0.0,109,4363.0,0.0046,0.026,0.0,Dec,Microsoft Edge,Western Europe,Google search,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,18,109.0,0.0,0.04,0.0,May,Google Chrome,Africa,Google search,Returning_Visitor,-9223372036854775808,0
2,6.0,0,0.0,14,540.0,0.0,0.008,0.0,June,Google Chrome,Africa,Twitter,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,3,54.0,0.0,0.05,0.0,Nov,Google Chrome,North America,Affiliate marketing,Returning_Visitor,-9223372036854775808,0
1,6.0,0,0.0,5,14.0,0.0,0.033,0.0,Mar,Google Chrome,Asia,Google search,Returning_Visitor,-9223372036854775808,0
2,40.31666667,0,0.0,18,2452.0,0.0,0.005,21.1,Nov,Google Chrome,Eastern Europe,Affiliate marketing,Returning_Visitor,-9223372036854775808,1
1,0.0,0,0.0,18,586.0,0.0,0.1,0.0,May,Mozilla Firefox,North America,Instagram ads,Returning_Visitor,-9223372036854775808,0
1,265.5,2,60.6,12,865.0,0.0,0.022,0.0,Jul,Safari,Southern Africa,Google search,New_Visitor,-9223372036854775808,0
2,7.0,0,0.0,61,2090.0,0.0143,0.029,0.0,Mar,Microsoft Edge,Africa,Facebook ads,Returning_Visitor,-9223372036854775808,0
3,35.0,0,0.0,8,407.0,0.0,0.034,0.0,May,Google Chrome,Asia,Instagram ads,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,15,241.0,0.0131,0.026,0.0,May,Google Chrome,North America,Twitter,Returning_Visitor,-9223372036854775808,0
1,43.5,1,147.8,28,223.0,0.0058,0.018,0.0,Mar,Google Chrome,North America,Google search,Returning_Visitor,-9223372036854775808,0
1,22.0,0,0.0,21,302.0,0.0,0.018,51.0,May,Google Chrome,North America,Bing search,Returning_Visitor,-9223372036854775808,1
2,57.0,0,0.0,18,66.0,0.0426,0.084,0.0,Mar,Mozilla Firefox,Eastern Europe,Google search,New_Visitor,-9223372036854775808,0
3,32.2,1,7.0,7,264.0,0.05,0.061,0.0,Sep,Google Chrome,North America,Bing search,Returning_Visitor,-9223372036854775808,0
8,349.0,0,0.0,14,195.0,0.0133,0.015,0.0,Dec,Google Chrome,Southern Africa,Google search,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,27,223.0,0.0,0.013,0.0,Nov,Google Chrome,South America,Youtube channel,New_Visitor,-9223372036854775808,0
0,0.0,0,0.0,23,402.0,0.0,0.032,0.0,May,Internet Explorer,Eastern Europe,Instagram ads,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,5,78.0,0.0,0.033,0.0,Mar,Android,North America,Google search,Returning_Visitor,-9223372036854775808,0
10,117.0,0,0.0,27,586.0,0.0,0.016,27.5,Dec,Google Chrome,North America,Twitter,New_Visitor,-9223372036854775808,0
1,5.0,0,0.0,8,185.0,0.0,0.022,0.0,Mar,Google Chrome,North America,Facebook ads,Returning_Visitor,-9223372036854775808,0
1,16.66666667,0,0.0,39,1388.0,0.0176,0.036,0.0,May,Safari,North America,Instagram ads,Returning_Visitor,-9223372036854775808,0
1,69.4,0,0.0,37,1162.0,0.0054,0.027,11.7,May,Google Chrome,North America,Google search,Returning_Visitor,-9223372036854775808,1
5,636.47,1,115.25,42,2320.0,0.0112,0.024,0.0,Oct,Google Chrome,South America,Google search,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,Mar,Mozilla Firefox,Western Europe,Google search,Returning_Visitor,-9223372036854775808,0
1,150.3666666,0,0.0,9,269.0,0.0,0.005,0.0,Dec,Google Chrome,Africa,Google search,New_Visitor,-9223372036854775808,0
0,6.0,0,0.0,12,1500.0,0.0,0.025,0.0,Nov,Safari,Western Europe,Google search,New_Visitor,-9223372036854775808,0
12,962.2547429,2,28.5,112,4440.0,0.0035,0.021,28.3,Nov,Google Chrome,Western Europe,Facebook ads,Returning_Visitor,-9223372036854775808,1
0,0.0,0,0.0,42,824.0,0.0,0.008,0.0,Dec,Safari,Eastern Europe,Google search,Returning_Visitor,-9223372036854775808,0
0,0.0,2,98.0,91,3425.0,0.0083,0.015,0.0,Nov,Safari,South America,Google search,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,19,188.0,0.0,0.022,0.0,Nov,Safari,North America,Google search,Returning_Visitor,-9223372036854775808,0
4,222.75,0,0.0,108,3586.0,0.0083,0.023,4.2,Nov,Safari,North America,Google search,Returning_Visitor,-9223372036854775808,1
0,0.0,0,0.0,7,812.0,0.0,0.017,0.0,Dec,Google Chrome,Western Europe,Youtube channel,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,14,320.0,0.1413,0.156,0.0,Mar,Safari,North America,Affiliate marketing,Returning_Visitor,-9223372036854775808,0
1,6.0,0,0.0,27,843.0,0.0163,0.036,0.0,May,Mozilla Firefox,North America,Bing search,Returning_Visitor,-9223372036854775808,0
1,0.0,0,0.0,3,326.0,0.0,0.072,0.0,Dec,Microsoft Edge,North America,Instagram ads,Returning_Visitor,-9223372036854775808,0
0,0.0,2,30.5,39,2025.0,0.0088,0.022,0.0,Nov,Safari,North America,Google search,Returning_Visitor,-9223372036854775808,0
14,876.1404162,6,58.5,150,10197.0,0.0072,0.018,1.8,Nov,Google Chrome,Eastern Europe,Youtube ads,Returning_Visitor,-9223372036854775808,1
4,134.5,0,0.0,26,916.0,0.0,0.006,0.0,Mar,Microsoft Edge,Southern Africa,Yahoo Search,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,18,222.0,0.0,0.0,0.0,Nov,Google Chrome,North America,Google search,New_Visitor,-9223372036854775808,0
0,0.0,0,0.0,16,404.0,0.0,0.028,0.0,Nov,Google Chrome,North America,Youtube channel,New_Visitor,-9223372036854775808,0
0,0.0,0,0.0,3,196.0,0.0,0.067,0.0,Dec,Mozilla Firefox,North America,Facebook ads,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,Aug,Google Chrome,Asia,Facebook ads,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,7,312.0,0.0,0.033,0.0,May,Safari,North America,Instagram ads,Returning_Visitor,-9223372036854775808,0
1,0.0,0,0.0,1,12.0,0.1333,0.15,0.0,Nov,Google Chrome,Western Europe,Instagram ads,Returning_Visitor,-9223372036854775808,0
3,282.1,4,0.0,22,990.0,0.0,0.001,20.9,Aug,Google Chrome,Africa,Google search,New_Visitor,-9223372036854775808,1
0,0.0,0,0.0,85,1721.0,0.0,0.004,0.0,Mar,Google Chrome,Western Europe,Facebook ads,Returning_Visitor,-9223372036854775808,0
1,58.5,3,38.75,7,186.0,0.0,0.015,0.0,Nov,Mozilla Firefox,North America,Youtube channel,New_Visitor,-9223372036854775808,0
2,47.5,0,0.0,25,401.0,0.0093,0.034,0.0,Mar,Mozilla Firefox,North America,Instagram ads,Returning_Visitor,-9223372036854775808,0
4,218.0,0,0.0,30,743.0,0.0471,0.082,0.0,May,Google Chrome,Western Europe,Instagram ads,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,14,108.0,0.0,0.01,0.0,May,Mozilla Firefox,North America,Google search,New_Visitor,-9223372036854775808,0
2,14.0,2,15.0,30,455.0,0.0044,0.023,0.0,May,Google Chrome,North America,Instagram ads,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,3,137.0,0.0,0.04,0.0,Mar,Google Chrome,Asia,Instagram ads,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,38,2184.0,0.0178,0.038,0.0,Nov,Google Chrome,Western Europe,Youtube ads,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,9,210.0,0.0333,0.072,0.0,Nov,Google Chrome,Southern Africa,Youtube ads,Returning_Visitor,-9223372036854775808,0
3,195.6,0,0.0,2,86.0,0.0,0.0,0.0,Oct,Google Chrome,Africa,Google search,New_Visitor,-9223372036854775808,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,Mar,Google Chrome,Eastern Europe,Instagram ads,Returning_Visitor,-9223372036854775808,0
1,99.83333333,0,0.0,16,468.0,0.0,0.011,0.0,Mar,Google Chrome,North America,Google search,Returning_Visitor,-9223372036854775808,0
8,190.1666667,0,0.0,23,510.0,0.0,0.003,0.0,Jul,Microsoft Edge,Asia,Instagram Page,Returning_Visitor,-9223372036854775808,0
5,62.0,2,138.5,25,1526.0,0.0081,0.004,0.0,May,Safari,South America,Bing search,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,8,389.0,0.0282,0.056,0.0,Dec,Google Chrome,Africa,Twitter,Returning_Visitor,-9223372036854775808,0
2,16.0,0,0.0,50,2577.0,0.003,0.012,0.0,May,Google Chrome,Eastern Europe,Twitter,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,33,1453.0,0.0,0.032,0.0,Mar,Mozilla Firefox,Africa,Instagram ads,Returning_Visitor,-9223372036854775808,0
0,6.0,0,0.0,5,18.0,0.05,0.12,0.0,May,Google Chrome,Western Europe,Facebook ads,Returning_Visitor,-9223372036854775808,0
5,38.66666667,0,0.0,12,318.0,0.0,0.009,0.0,Mar,Mozilla Firefox,North America,Facebook ads,Returning_Visitor,-9223372036854775808,0
2,20.5,0,0.0,28,1522.0,0.0,0.009,0.0,Nov,Google Chrome,Asia,Google search,New_Visitor,-9223372036854775808,0
9,103.9295252,0,0.0,121,5488.0,0.0128,0.027,7.5,Nov,Safari,North America,Facebook ads,Returning_Visitor,-9223372036854775808,1
0,0.0,0,0.0,3,41.0,0.0667,0.11,0.0,Dec,Google Chrome,North America,Youtube ads,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,16,176.0,0.0,0.022,0.0,May,Google Chrome,South America,Bing search,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,37,586.0,0.0,0.006,0.0,Dec,Google Chrome,North America,Google search,Returning_Visitor,-9223372036854775808,0
2,100.0,0,0.0,22,1776.0,0.0031,0.006,0.0,Mar,Google Chrome,South America,Youtube channel,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,Mar,Safari,North America,Facebook ads,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,7,123.0,0.0338,0.033,0.0,Nov,Google Chrome,North America,Instagram ads,Returning_Visitor,-9223372036854775808,0
3,429.25,0,0.0,63,1353.0,0.0,0.002,0.0,Nov,Google Chrome,Asia,Google search,New_Visitor,-9223372036854775808,0
1,0.0,0,0.0,2,0.0,0.2,0.2,0.0,Nov,Safari,North America,Youtube channel,Returning_Visitor,-9223372036854775808,0
3,6.0,2,0.0,91,1659.0,0.0054,0.012,0.0,Nov,Safari,Northern Africa,Google search,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,18,0.0,0.2,0.2,0.0,Dec,Google Chrome,Asia,Google search,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,32,682.0,0.0,0.013,41.9,Nov,Google Chrome,South America,Instagram ads,Returning_Visitor,-9223372036854775808,1
1,41.4,0,0.0,23,287.0,0.0,0.017,13.3,Sep,Google Chrome,North America,Instagram ads,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,47,2267.0,0.0047,0.018,0.0,May,Internet Explorer,South America,Twitter,Returning_Visitor,-9223372036854775808,0
1,10.6,0,0.0,18,1732.0,0.04,0.052,0.0,Nov,Google Chrome,Western Europe,Facebook ads,Returning_Visitor,-9223372036854775808,0
3,190.5,0,0.0,53,1162.0,0.0214,0.013,0.0,May,Safari,North America,Bing search,Returning_Visitor,-9223372036854775808,0
6,102.25,0,0.0,179,4545.0,0.0,0.019,6.2,June,Mozilla Firefox,North America,Facebook ads,Returning_Visitor,-9223372036854775808,0
1,35.0,0,0.0,10,237.0,0.0,0.017,0.0,May,Google Chrome,Oceania,Google search,New_Visitor,-9223372036854775808,0
3,30.5,0,0.0,60,3794.0,0.0162,0.026,0.0,May,Google Chrome,South America,Bing search,Returning_Visitor,-9223372036854775808,0
18,307.8407448,0,0.0,57,2846.0,0.0047,0.023,9.1,Nov,Google Chrome,North America,Google search,Returning_Visitor,-9223372036854775808,1
0,0.0,0,0.0,36,301.0,0.0484,0.064,0.0,May,Google Chrome,Eastern Europe,Youtube ads,Returning_Visitor,-9223372036854775808,0
6,102.88,4,26.6,100,1606.0,0.0034,0.024,13.3,Jul,Safari,Eastern Europe,Google search,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,3,41.0,0.0,0.04,0.0,Mar,Mozilla Firefox,Western Europe,Instagram ads,Returning_Visitor,-9223372036854775808,0
0,6.0,0,0.0,3,102.0,0.0,0.067,0.0,Dec,Google Chrome,North America,Twitter,Returning_Visitor,-9223372036854775808,0
2,3.0,0,0.0,24,1479.0,0.0,0.011,0.0,Mar,Microsoft Edge,Eastern Europe,Affiliate marketing,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,6,169.0,0.0,0.0,0.0,Aug,Safari,North America,Google search,New_Visitor,-9223372036854775808,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,Nov,Safari,North America,Instagram ads,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,May,Safari,North America,Google search,Returning_Visitor,-9223372036854775808,0
5,362.7,0,0.0,25,1233.0,0.0,0.014,0.0,Oct,Google Chrome,Eastern Europe,Google search,New_Visitor,-9223372036854775808,0
7,252.0,0,0.0,9,242.0,0.0,0.018,0.0,Nov,Microsoft Edge,North America,Google search,Returning_Visitor,-9223372036854775808,0
0,6.0,0,0.0,36,1105.0,0.0111,0.022,0.0,Nov,Google Chrome,North America,Facebook ads,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,17,1640.0,0.0,0.02,0.7,Jul,Microsoft Edge,Africa,Tik Tok ads,New_Visitor,-9223372036854775808,1
1,0.0,1,0.0,5,97.0,0.0667,0.133,0.0,May,Google Chrome,Western Europe,Youtube ads,Returning_Visitor,-9223372036854775808,0
5,819.0233333,0,0.0,2,155.0,0.0,0.015,0.0,Nov,Google Chrome,Eastern Europe,Youtube ads,Returning_Visitor,-9223372036854775808,0
1,6.0,0,0.0,5,150.0,0.0,0.01,0.0,May,Google Chrome,Asia,Instagram Page,New_Visitor,-9223372036854775808,0
0,0.0,0,0.0,18,1229.0,0.004,0.034,0.0,Dec,Google Chrome,Western Europe,Google search,New_Visitor,-9223372036854775808,0
0,0.0,1,110.0,75,1139.0,0.0027,0.011,0.0,Dec,Google Chrome,North America,Instagram ads,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,11,264.0,0.0167,0.035,0.0,May,Safari,Asia,Youtube ads,Returning_Visitor,-9223372036854775808,0
3,33.5,2,53.0,30,508.0,0.0,0.019,0.0,Mar,Mozilla Firefox,Africa,Facebook ads,Returning_Visitor,-9223372036854775808,0
2,101.75,0,0.0,11,170.0,0.0,0.013,0.0,Dec,Google Chrome,Eastern Europe,Affiliate marketing,New_Visitor,-9223372036854775808,0
7,299.4,0,0.0,55,2220.0,0.0108,0.023,25.6,Nov,Google Chrome,North America,Instagram ads,Returning_Visitor,-9223372036854775808,1
1,12.75,0,0.0,24,675.0,0.0,0.026,12.1,Dec,Google Chrome,Northern Africa,Google search,New_Visitor,-9223372036854775808,1
0,0.0,2,37.0,153,586.0,0.0026,0.009,0.0,Jul,Google Chrome,Africa,Google search,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,Aug,Safari,North America,Facebook ads,Returning_Visitor,-9223372036854775808,0
2,19.0,0,0.0,23,755.0,0.0156,0.057,0.0,Oct,Safari,North America,Instagram ads,Returning_Visitor,-9223372036854775808,0
0,0.0,4,84.3333333,19,948.0,0.0143,0.025,0.0,May,Safari,Western Europe,Instagram Page,Returning_Visitor,-9223372036854775808,0
9,173.5,3,141.5,18,7316.0,0.0053,0.004,15.1,Nov,Google Chrome,North America,Google search,Returning_Visitor,-9223372036854775808,1
5,176.8,0,0.0,12,306.0,0.0212,0.069,0.0,Nov,Google Chrome,Southern Africa,Google search,Returning_Visitor,-9223372036854775808,0
1,34.1,0,0.0,39,1055.0,0.0162,0.033,0.0,Jul,Google Chrome,Northern Africa,Facebook ads,Returning_Visitor,-9223372036854775808,0
0,0.0,5,146.3333333,64,2355.0,0.0009,0.016,0.0,Dec,Google Chrome,Western Europe,Google search,Returning_Visitor,-9223372036854775808,1
1,6.0,1,10.0,21,157.0,0.0,0.017,0.0,Sep,Google Chrome,Africa,Facebook ads,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,16,570.0,0.0,0.005,0.0,Mar,Safari,South America,Google search,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,67,5417.0,0.0086,0.037,0.0,Nov,Google Chrome,North America,Instagram ads,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,May,Google Chrome,Western Europe,Youtube ads,Returning_Visitor,-9223372036854775808,0
7,71.83333333,0,0.0,35,801.0,0.0,0.006,0.0,May,Safari,North America,Google search,Returning_Visitor,-9223372036854775808,0
1,24.5,0,0.0,13,750.0,0.0104,0.03,0.0,Nov,Google Chrome,Asia,Google search,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,4,166.0,0.0,0.1,0.0,Mar,Android,Western Europe,Facebook ads,Returning_Visitor,-9223372036854775808,0
3,99.0,3,21.5,31,1261.0,0.0113,0.025,0.0,Dec,Mozilla Firefox,Asia,Google search,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,6,71.0,0.0667,0.133,0.0,Oct,Microsoft Edge,Eastern Europe,Instagram ads,Returning_Visitor,-9223372036854775808,0
1,92.0,2,419.5,34,1334.0,0.0167,0.023,0.0,May,Google Chrome,North America,Bing search,Returning_Visitor,-9223372036854775808,0
2,29.0,2,88.75,18,1936.0,0.0,0.004,43.9,Dec,Opera,Africa,Facebook page,Returning_Visitor,-9223372036854775808,1
1,13.5,0,0.0,32,633.0,0.0138,0.024,0.0,May,Google Chrome,Western Europe,Google search,Returning_Visitor,-9223372036854775808,0
0,0.0,2,7.5,2,454.0,0.0,0.1,0.0,Mar,Internet Explorer,North America,Affiliate marketing,Returning_Visitor,-9223372036854775808,0
5,393.0,0,0.0,44,1089.0,0.0,0.008,0.0,Mar,Google Chrome,Africa,Affiliate marketing,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,6,85.0,0.0,0.013,0.0,Mar,Google Chrome,Western Europe,Google search,Returning_Visitor,-9223372036854775808,0
13,274.2577778,7,175.75,27,2151.0,0.0,0.012,12.0,Nov,Opera,North America,Google search,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,May,Safari,North America,Instagram ads,Returning_Visitor,-9223372036854775808,0
0,0.0,2,410.0,120,2259.0,0.0183,0.052,0.0,May,Mozilla Firefox,Africa,Facebook ads,Returning_Visitor,-9223372036854775808,0
8,179.4,1,0.0,30,958.0,0.0043,0.009,0.0,Jul,Google Chrome,Eastern Europe,Google search,New_Visitor,-9223372036854775808,0
0,0.0,0,0.0,21,993.0,0.0,0.018,0.0,June,Google Chrome,Asia,Facebook ads,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,18,615.0,0.0,0.023,0.0,May,Mozilla Firefox,Western Europe,Instagram Page,Returning_Visitor,-9223372036854775808,0
2,914.5,0,0.0,14,432.0,0.0771,0.064,38.1,June,Samsung Internet,Western Europe,Twitter,Returning_Visitor,-9223372036854775808,1
0,0.0,2,40.5,9,1237.0,0.0473,0.029,28.8,Dec,Google Chrome,Western Europe,Google search,New_Visitor,-9223372036854775808,0
0,0.0,0,0.0,9,128.0,0.0,0.029,0.0,Feb,Mozilla Firefox,Asia,Instagram ads,Returning_Visitor,-9223372036854775808,0
4,90.75,0,0.0,27,459.0,0.0,0.013,67.3,Nov,Google Chrome,Asia,Facebook ads,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,5,191.0,0.0,0.042,0.0,Nov,Google Chrome,Western Europe,Instagram ads,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,103,3269.0,0.0043,0.026,0.0,May,Mozilla Firefox,Asia,Bing search,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,25,1257.0,0.0,0.007,0.0,Nov,Google Chrome,Western Europe,Google search,New_Visitor,-9223372036854775808,1
2,34.2,0,0.0,34,1010.0,0.0155,0.025,0.0,Nov,Samsung Internet,North America,Facebook ads,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,18,0.0,0.2,0.2,0.0,Jul,Safari,Western Europe,Facebook ads,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,16,371.0,0.015,0.056,0.0,May,Mozilla Firefox,Asia,Twitter,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,35,775.0,0.0,0.005,0.0,Dec,Google Chrome,Western Europe,Google search,New_Visitor,-9223372036854775808,0
0,0.0,0,0.0,4,42.0,0.0286,0.06,0.0,Feb,Google Chrome,North America,Instagram ads,Returning_Visitor,-9223372036854775808,0
5,92.6,0,0.0,57,2387.0,0.0122,0.039,0.0,Oct,Google Chrome,Western Europe,Direct Traffic,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,2,55.0,0.0,0.067,0.0,Mar,Safari,North America,Facebook ads,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,3,53.0,0.0,0.067,0.0,Aug,Safari,North America,Facebook ads,Returning_Visitor,-9223372036854775808,0
1,4.0,0,0.0,14,356.0,0.0222,0.04,0.0,Nov,Safari,North America,Google search,Returning_Visitor,-9223372036854775808,1
3,53.23333333,2,49.6,24,2066.0,0.0122,0.036,0.0,Oct,Safari,Western Europe,Instagram ads,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,4,14.0,0.0667,0.133,0.0,Jul,Google Chrome,North America,Instagram ads,Returning_Visitor,-9223372036854775808,0
3,1069.15,1,6.0,19,832.0,0.0097,0.035,0.0,Nov,Safari,Western Europe,Instagram ads,Returning_Visitor,-9223372036854775808,1
0,0.0,0,0.0,18,810.0,0.0268,0.032,0.0,Mar,Mozilla Firefox,Eastern Europe,Affiliate marketing,Returning_Visitor,-9223372036854775808,0
1,89.0,0,0.0,9,493.0,0.025,0.061,0.0,May,Google Chrome,Africa,Youtube ads,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,1,403.0,0.0,0.1,0.0,Dec,Google Chrome,Western Europe,Youtube channel,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,29,346.0,0.0235,0.041,0.0,May,Google Chrome,Southern Africa,Twitter,Returning_Visitor,-9223372036854775808,0
9,45.06666667,10,914.25,151,7849.0,0.0028,0.015,58.8,Nov,Google Chrome,North America,Youtube ads,Returning_Visitor,-9223372036854775808,0
18,208.5819384,0,0.0,40,1231.0,0.0131,0.039,9.8,Dec,Google Chrome,Africa,Facebook ads,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,9,695.0,0.02,0.073,0.0,Mar,Google Chrome,North America,Youtube ads,Returning_Visitor,-9223372036854775808,0
5,67.5,0,0.0,16,281.0,0.0,0.017,0.0,Nov,Google Chrome,South America,Google search,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,14,1620.0,0.0,0.012,0.0,Mar,Mozilla Firefox,Western Europe,Facebook ads,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,32,1047.0,0.0,0.007,0.0,Dec,Opera,North America,Facebook ads,Returning_Visitor,-9223372036854775808,0
12,221.9166667,3,63.2,46,2063.0,0.0133,0.012,5.0,Nov,Safari,North America,Google search,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,17,632.0,0.0117,0.056,0.0,May,Google Chrome,Southern Africa,Instagram ads,Returning_Visitor,-9223372036854775808,0
3,52.5,0,0.0,47,887.0,0.0,0.013,13.6,Feb,Google Chrome,Western Europe,Instagram ads,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,70,579.0,0.0,0.015,0.0,Nov,Google Chrome,South America,Google search,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,10,132.0,0.1333,0.183,0.0,May,Google Chrome,North America,Bing search,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,15,544.0,0.0108,0.025,0.0,Nov,Samsung Internet,North America,Facebook ads,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,81,2928.0,0.0005,0.008,4.7,May,Google Chrome,Oceania,Instagram ads,Returning_Visitor,-9223372036854775808,0
0,6.0,0,0.0,54,2613.0,0.0063,0.026,0.0,Dec,Google Chrome,North America,Instagram ads,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,9,102.0,0.0,0.015,0.0,Oct,Safari,Asia,Google search,New_Visitor,-9223372036854775808,0
2,28.0,0,0.0,15,504.0,0.0,0.004,0.0,Mar,Safari,Western Europe,Instagram ads,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,13,765.0,0.0064,0.013,45.7,June,Safari,South America,Bing search,New_Visitor,-9223372036854775808,1
1,174.5,1,12.0,42,996.0,0.002,0.037,0.0,May,Google Chrome,Southern Africa,Bing search,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,10,272.0,0.0,0.007,0.0,May,Google Chrome,North America,Instagram Page,New_Visitor,-9223372036854775808,0
0,0.0,0,0.0,18,530.0,0.0,0.029,0.0,Nov,Google Chrome,North America,Google search,Returning_Visitor,-9223372036854775808,0
8,81.16666667,0,0.0,71,2396.0,0.0,0.02,0.0,Nov,Google Chrome,Asia,Google search,Returning_Visitor,-9223372036854775808,1
5,118.5,4,75.75,73,2818.0,0.0,0.005,101.8,Dec,Microsoft Edge,Asia,Google search,Returning_Visitor,-9223372036854775808,1
0,0.0,0,0.0,4,57.0,0.04,0.11,0.0,Mar,Google Chrome,North America,Youtube ads,Returning_Visitor,-9223372036854775808,0
3,32.0,0,0.0,51,3868.0,0.0,0.005,17.6,Nov,Mozilla Firefox,Africa,Facebook ads,Returning_Visitor,-9223372036854775808,1
0,0.0,0,0.0,11,903.0,0.0,0.014,0.0,Dec,Mozilla Firefox,Eastern Europe,Google search,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,45,2684.0,0.0116,0.043,208.8,Nov,Microsoft Edge,Northern Africa,Affiliate marketing,Returning_Visitor,-9223372036854775808,1
